Nasdaq Traded,Symbol,Company Name,Listing Exchange,Market Category,ETF,Round Lot Size,Test Issue,Financial Status,CQS Symbol,NASDAQ Symbol,NextShares,Symbol_Clean,Sector,source,confidence
Y,MKSI,"MKS Instruments, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MKSI,N,MKSI,Industrials,Nasdaq,100.0
Y,MKTX,"MarketAxess Holdings, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MKTX,N,MKTX,Finance,Nasdaq,100.0
Y,MLAB,"Mesa Laboratories, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MLAB,N,MLAB,Industrials,Nasdaq,100.0
Y,MLCO,Melco Resorts & Entertainment Limited - American Depositary Shares ,Q,Q,N,100.0,N,N,,MLCO,N,MLCO,Consumer Discretionary,Nasdaq,100.0
Y,MLHR,"Herman Miller, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MLHR,N,MLHR,Financial,Wikipedia-High,68.0
Y,MLI,"Mueller Industries, Inc. Common Stock",N, ,N,100.0,N,,MLI,MLI,N,MLI,Industrials,Nasdaq,100.0
Y,MLM,"Martin Marietta Materials, Inc. Common Stock",N, ,N,100.0,N,,MLM,MLM,N,MLM,Industrials,Nasdaq,100.0
Y,MLND,"Millendo Therapeutics, Inc.  - Common Stock",Q,S,N,100.0,N,N,,MLND,N,MLND,Healthcare,Name-Match,180.0
Y,MLNX,"Mellanox Technologies, Ltd. - Ordinary Shares",Q,Q,N,100.0,N,N,,MLNX,N,MLNX,Technology,Wikipedia-High,32.5
Y,MLP,"Maui Land & Pineapple Company, Inc. Common Stock",N, ,N,100.0,N,,MLP,MLP,N,MLP,Finance,Nasdaq,100.0
Y,MLPB,"ETRACS Alerian MLP Infrastructure Index ETN Series B due April 2, 2040",P, ,N,100.0,N,,MLPB,MLPB,N,MLPB,Energy,Groq-Success,100.0
Y,MLPC,C-Tracks ETNs based on Performance of the Miller/Howard MLP Fundamental Index,P, ,N,100.0,N,,MLPC,MLPC,N,MLPC,Energy,Groq-Success,100.0
Y,MLPG,"UBS AG Exchange Traded Access Securities (E-TRACS) Linked to the Alerian Natural Gas MLP Index due July 9, 2040",P, ,N,100.0,N,,MLPG,MLPG,N,MLPG,Energy,Name-Match,180.0
Y,MLR,"Miller Industries, Inc. Common Stock",N, ,N,100.0,N,,MLR,MLR,N,MLR,Consumer Discretionary,Nasdaq,100.0
Y,MLSS,"Milestone Scientific, Inc. Common Stock",A, ,N,100.0,N,,MLSS,MLSS,N,MLSS,Health Care,Nasdaq,100.0
Y,MLVF,"Malvern Bancorp, Inc. - Common Stock",Q,G,N,100.0,N,N,,MLVF,N,MLVF,Financial,Wikipedia-High,190.0
Y,MMAC,"MMA Capital Holdings, Inc. - Common Stock",Q,S,N,100.0,N,N,,MMAC,N,MMAC,Communication Services,Wikipedia-High,119.5
Y,MMC,"Marsh & McLennan Companies, Inc. Common Stock",N, ,N,100.0,N,,MMC,MMC,N,MMC,Finance,Nasdaq,100.0
Y,MMI,"Marcus & Millichap, Inc. Common Stock",N, ,N,100.0,N,,MMI,MMI,N,MMI,Finance,Nasdaq,100.0
Y,MMLP,Martin Midstream Partners L.P. - Common Units Representing Limited Partnership Interests,Q,Q,N,100.0,N,N,,MMLP,N,MMLP,Energy,Nasdaq,100.0
Y,MMM,3M Company Common Stock,N, ,N,100.0,N,,MMM,MMM,N,MMM,Health Care,Nasdaq,100.0
Y,MMP,Magellan Midstream Partners L.P. Limited Partnership,N, ,N,100.0,N,,MMP,MMP,N,MMP,Energy,Wikipedia-High,151.0
Y,MMS,"Maximus, Inc. Common Stock",N, ,N,100.0,N,,MMS,MMS,N,MMS,Real Estate,Nasdaq,100.0
Y,MMSI,"Merit Medical Systems, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MMSI,N,MMSI,Health Care,Nasdaq,100.0
Y,MMT,MFS Multimarket Income Trust Common Stock,N, ,N,100.0,N,,MMT,MMT,N,MMT,Finance,Nasdaq,100.0
Y,MMU,"Western Asset Managed Municipals Fund, Inc. Common Stock",N, ,N,100.0,N,,MMU,MMU,N,MMU,Finance,Nasdaq,100.0
Y,MMX,Maverix Metals Inc. Common Shares,A, ,N,100.0,N,,MMX,MMX,N,MMX,Materials,Name-Match,60.0
Y,MMYT,MakeMyTrip Limited - Ordinary Shares,Q,Q,N,100.0,N,N,,MMYT,N,MMYT,Consumer Discretionary,Nasdaq,100.0
Y,MN,"Manning & Napier, Inc. Class A Common Stock",N, ,N,100.0,N,,MN,MN,N,MN,Financial,Wikipedia-High,305.5
Y,MNCL,Monocle Acquisition Corporation - Common Stock,Q,S,N,100.0,N,N,,MNCL,N,MNCL,Communication Services,Wikipedia-High,88.0
Y,MNCLU,Monocle Acquisition Corporation - Units,Q,S,N,100.0,N,N,,MNCLU,N,MNCLU,Healthcare,Wikipedia-High,147.5
Y,MNDO,MIND C.T.I. Ltd. - Ordinary Shares,Q,G,N,100.0,N,N,,MNDO,N,MNDO,Technology,Nasdaq,100.0
Y,MNE,Blackrock Muni New York Intermediate Duration Fund Inc Common Stock,N, ,N,100.0,N,,MNE,MNE,N,MNE,Communication Services,Name-Match,60.0
Y,MNK,Mallinckrodt plc Ordinary Shares,N, ,N,100.0,N,,MNK,MNK,N,MNK,Healthcare,Wikipedia-High,184.0
Y,MNKD,MannKind Corporation - Common Stock,Q,G,N,100.0,N,N,,MNKD,N,MNKD,Health Care,Nasdaq,100.0
Y,MNLO,Menlo Therapeutics Inc. - Common Stock,Q,Q,N,100.0,N,N,,MNLO,N,MNLO,Healthcare,Name-Match,180.0
Y,MNOV,"MediciNova, Inc. - Common Stock",Q,G,N,100.0,N,N,,MNOV,N,MNOV,Health Care,Nasdaq,100.0
Y,MNP,"Western Asset Municipal Partners Fund, Inc. Common Stock",N, ,N,100.0,N,,MNP,MNP,N,MNP,Financial,Wikipedia-High,360.0
Y,MNPR,Monopar Therapeutics Inc. - Common Stock,Q,S,N,100.0,N,N,,MNPR,N,MNPR,Health Care,Nasdaq,100.0
Y,MNR,Monmouth Real Estate Investment Corporation Class A Common Stock,N, ,N,100.0,N,,MNR,MNR,N,MNR,Energy,Nasdaq,100.0
Y,MNRL,"Brigham Minerals, Inc. Class A Common Stock",N, ,N,100.0,N,,MNRL,MNRL,N,MNRL,Materials,Name-Match,60.0
Y,MNRO,"Monro, Inc.  - Common Stock",Q,Q,N,100.0,N,N,,MNRO,N,MNRO,Consumer Discretionary,Nasdaq,100.0
Y,MNSB,"MainStreet Bancshares, Inc. - Common Stock",Q,S,N,100.0,N,N,,MNSB,N,MNSB,Finance,Nasdaq,100.0
Y,MNST,Monster Beverage Corporation - Common Stock,Q,Q,N,100.0,N,N,,MNST,N,MNST,Consumer Staples,Nasdaq,100.0
Y,MNTA,"Momenta Pharmaceuticals, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MNTA,N,MNTA,Healthcare,Name-Match,180.0
Y,MNTX,"Manitex International, Inc. - common stock",Q,S,N,100.0,N,N,,MNTX,N,MNTX,Industrials,AnnualReports-Success,27.0
Y,MO,"Altria Group, Inc.",N, ,N,100.0,N,,MO,MO,N,MO,Health Care,Nasdaq,100.0
Y,MOBL,"MobileIron, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MOBL,N,MOBL,Financial,Wikipedia-High,30.5
Y,MOD,Modine Manufacturing Company Common Stock,N, ,N,100.0,N,,MOD,MOD,N,MOD,Consumer Discretionary,Nasdaq,100.0
Y,MODN,"Model N, Inc. Common Stock",N, ,N,100.0,N,,MODN,MODN,N,MODN,Energy,Wikipedia-High,112.5
Y,MOFG,"MidWestOne Financial Group, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MOFG,N,MOFG,Finance,Nasdaq,100.0
Y,MOGU,MOGU Inc. American Depositary Shares (each  representing 25 Class A Ordinary Shares),N, ,N,100.0,N,,MOGU,MOGU,N,MOGU,Real Estate,Nasdaq,100.0
Y,MOH,Molina Healthcare Inc Common Stock,N, ,N,100.0,N,,MOH,MOH,N,MOH,Health Care,Nasdaq,100.0
Y,MOHO,ECMOHO Limited - American Depositary Shares,Q,G,N,100.0,N,N,,MOHO,N,MOHO,Consumer Staples,AnnualReports-Success,45.0
Y,MOMO,Momo Inc. - American Depositary Shares,Q,Q,N,100.0,N,N,,MOMO,N,MOMO,Technology,Nasdaq,100.0
Y,MOR,MorphoSys AG - American Depositary Shares,Q,Q,N,100.0,N,N,,MOR,N,MOR,Healthcare,Wikipedia-High,201.0
Y,MORF,"Morphic Holding, Inc. - Common Stock",Q,G,N,100.0,N,N,,MORF,N,MORF,Technology,Wikipedia-High,44.0
Y,MORN,"Morningstar, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MORN,N,MORN,Finance,Nasdaq,100.0
Y,MOS,Mosaic Company (The) Common Stock,N, ,N,100.0,N,,MOS,MOS,N,MOS,Industrials,Nasdaq,100.0
Y,MOSY,"MoSys, Inc. - Common Stock",Q,S,N,100.0,N,N,,MOSY,N,MOSY,Technology,Wikipedia-High,195.0
Y,MOTS,"Motus GI Holdings, Inc. - Common Stock",Q,S,N,100.0,N,N,,MOTS,N,MOTS,Technology,Wikipedia-High,32.5
Y,MOV,Movado Group Inc. Common Stock,N, ,N,100.0,N,,MOV,MOV,N,MOV,Consumer Discretionary,Nasdaq,100.0
Y,MOXC,"Moxian, Inc. - Common Stock",Q,S,N,100.0,N,H,,MOXC,N,MOXC,Technology,AnnualReports-Success,27.0
Y,MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock,N, ,N,100.0,N,,MPA,MPA,N,MPA,Finance,Nasdaq,100.0
Y,MPAA,"Motorcar Parts of America, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MPAA,N,MPAA,Consumer Discretionary,Nasdaq,100.0
Y,MPB,Mid Penn Bancorp - Common Stock,Q,G,N,100.0,N,N,,MPB,N,MPB,Finance,Nasdaq,100.0
Y,MPC,Marathon Petroleum Corporation Common Stock,N, ,N,100.0,N,,MPC,MPC,N,MPC,Energy,Nasdaq,100.0
Y,MPLX,MPLX LP Common Units Representing Limited Partner Interests,N, ,N,100.0,N,,MPLX,MPLX,N,MPLX,Energy,Nasdaq,100.0
Y,MPV,Barings Participation Investors Common Stock,N, ,N,100.0,N,,MPV,MPV,N,MPV,Finance,Nasdaq,100.0
Y,MPW,"Medical Properties Trust, Inc. common stock",N, ,N,100.0,N,,MPW,MPW,N,MPW,Real Estate,Nasdaq,100.0
Y,MPWR,"Monolithic Power Systems, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MPWR,N,MPWR,Technology,Nasdaq,100.0
Y,MPX,Marine Products Corporation Common Stock,N, ,N,100.0,N,,MPX,MPX,N,MPX,Industrials,Nasdaq,100.0
Y,MQT,"Blackrock MuniYield Quality Fund II, Inc. Common Stock",N, ,N,100.0,N,,MQT,MQT,N,MQT,Finance,Nasdaq,100.0
Y,MQY,"Blackrock MuniYield Quality Fund, Inc. Common Stock",N, ,N,100.0,N,,MQY,MQY,N,MQY,Finance,Nasdaq,100.0
Y,MR,Montage Resources Corporation Common Stock,N, ,N,100.0,N,,MR,MR,N,MR,Communication Services,Wikipedia-High,20.0
Y,MRAM,"Everspin Technologies, Inc. - Common Stock",Q,G,N,100.0,N,N,,MRAM,N,MRAM,Technology,Nasdaq,100.0
Y,MRBK,Meridian Corporation - Common Stock,Q,Q,N,100.0,N,N,,MRBK,N,MRBK,Finance,Nasdaq,100.0
Y,MRC,MRC Global Inc. Common Stock,N, ,N,100.0,N,,MRC,MRC,N,MRC,Industrials,Nasdaq,100.0
Y,MRCC,Monroe Capital Corporation - Common Stock,Q,Q,N,100.0,N,N,,MRCC,N,MRCC,Finance,Nasdaq,100.0
Y,MRCY,Mercury Systems Inc - Common Stock,Q,Q,N,100.0,N,N,,MRCY,N,MRCY,Technology,Nasdaq,100.0
Y,MRIN,Marin Software Incorporated - Common Stock,Q,G,N,100.0,N,N,,MRIN,N,MRIN,Technology,Name-Match,60.0
Y,MRK,"Merck & Company, Inc. Common Stock (new)",N, ,N,100.0,N,,MRK,MRK,N,MRK,Health Care,Nasdaq,100.0
Y,MRKR,"Marker Therapeutics, Inc. - Common Stock",Q,G,N,100.0,N,N,,MRKR,N,MRKR,Health Care,Nasdaq,100.0
Y,MRLN,Marlin Business Services Corp. - Common Stock,Q,Q,N,100.0,N,N,,MRLN,N,MRLN,Materials,Wikipedia-High,158.5
Y,MRNA,"Moderna, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MRNA,N,MRNA,Health Care,Nasdaq,100.0
Y,MRNS,"Marinus Pharmaceuticals, Inc. - Common Stock",Q,G,N,100.0,N,N,,MRNS,N,MRNS,Healthcare,Name-Match,180.0
Y,MRO,Marathon Oil Corporation Common Stock,N, ,N,100.0,N,,MRO,MRO,N,MRO,Energy,Name-Match,60.0
Y,MRSN,"Mersana Therapeutics, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MRSN,N,MRSN,Health Care,Nasdaq,100.0
Y,MRTN,"Marten Transport, Ltd. - Common Stock",Q,Q,N,100.0,N,N,,MRTN,N,MRTN,Industrials,Nasdaq,100.0
Y,MRTX,"Mirati Therapeutics, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MRTX,N,MRTX,Healthcare,Name-Match,180.0
Y,MRVL,Marvell Technology Group Ltd. - Common Stock,Q,Q,N,100.0,N,N,,MRVL,N,MRVL,Technology,Nasdaq,100.0
Y,MS,Morgan Stanley Common Stock,N, ,N,100.0,N,,MS,MS,N,MS,Finance,Nasdaq,100.0
Y,MSA,MSA Safety Incorporated Common Stock,N, ,N,100.0,N,,MSA,MSA,N,MSA,Health Care,Nasdaq,100.0
Y,MSB,Mesabi Trust Common Stock,N, ,N,100.0,N,,MSB,MSB,N,MSB,Industrials,Nasdaq,100.0
Y,MSBF,MSB Financial Corp. - Common Stock,Q,G,N,100.0,N,N,,MSBF,N,MSBF,Financial,Name-Match,24.0
Y,MSBI,"Midland States Bancorp, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MSBI,N,MSBI,Finance,Nasdaq,100.0
Y,MSC,"Studio City International Holdings Limited American depositary shares, each representing four  Class A ordinary shares",N, ,N,100.0,N,,MSC,MSC,N,MSC,Consumer Discretionary,Nasdaq,100.0
Y,MSCI,MSCI Inc Common Stock,N, ,N,100.0,N,,MSCI,MSCI,N,MSCI,Real Estate,Nasdaq,100.0
Y,MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc. Common Stock",N, ,N,100.0,N,,MSD,MSD,N,MSD,Finance,Nasdaq,100.0
Y,MSEX,Middlesex Water Company - Common Stock,Q,Q,N,100.0,N,N,,MSEX,N,MSEX,Utilities,Nasdaq,100.0
Y,MSFT,Microsoft Corporation - Common Stock,Q,Q,N,100.0,N,N,,MSFT,N,MSFT,Technology,Nasdaq,100.0
Y,MSG,The Madison Square Garden Company Class A Common Stock (New),N, ,N,100.0,N,,MSG,MSG,N,MSG,Communication Services,Wikipedia-High,171.0
Y,MSGN,MSG Networks Inc. Common Stock,N, ,N,100.0,N,,MSGN,MSGN,N,MSGN,Communication Services,Name-Match,24.0
Y,MSI,"Motorola Solutions, Inc. Common Stock",N, ,N,100.0,N,,MSI,MSI,N,MSI,Technology,Nasdaq,100.0
Y,MSM,"MSC Industrial Direct Company, Inc. Common Stock",N, ,N,100.0,N,,MSM,MSM,N,MSM,Industrials,Nasdaq,100.0
Y,MSN,Emerson Radio Corporation Common Stock,A, ,N,100.0,N,,MSN,MSN,N,MSN,Consumer Staples,Nasdaq,100.0
Y,MSON,"MISONIX, Inc. - Common Stock",Q,G,N,100.0,N,N,,MSON,N,MSON,Industrials,AnnualReports-Success,15.0
Y,MSTR,MicroStrategy Incorporated - Class A Common Stock,Q,Q,N,100.0,N,N,,MSTR,N,MSTR,Technology,Nasdaq,100.0
Y,MSVB,"Mid-Southern Bancorp, Inc. - Common Stock",Q,S,N,100.0,N,N,,MSVB,N,MSVB,Financial,Wikipedia-High,200.5
Y,MT,Arcelor Mittal NY Registry Shares NEW,N, ,N,100.0,N,,MT,MT,N,MT,Industrials,Nasdaq,100.0
Y,MTA,Metalla Royalty & Streaming Ltd. Common Shares,A, ,N,100.0,N,,MTA,MTA,N,MTA,Basic Materials,Nasdaq,100.0
Y,MTB,M&T Bank Corporation Common Stock,N, ,N,100.0,N,,MTB,MTB,N,MTB,Finance,Nasdaq,100.0
Y,MTBC,"MTBC, Inc. - Common Stock",Q,G,N,100.0,N,N,,MTBC,N,MTBC,Healthcare,Wikipedia-High,146.5
Y,MTC,"MMTec, Inc. - Common Shares",Q,S,N,100.0,N,N,,MTC,N,MTC,Technology,Nasdaq,100.0
Y,MTCH,"Match Group, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MTCH,N,MTCH,Technology,Nasdaq,100.0
Y,MTD,"Mettler-Toledo International, Inc. Common Stock",N, ,N,100.0,N,,MTD,MTD,N,MTD,Industrials,Nasdaq,100.0
Y,MTDR,Matador Resources Company Common Stock,N, ,N,100.0,N,,MTDR,MTDR,N,MTDR,Energy,Nasdaq,100.0
Y,MTEM,"Molecular Templates, Inc. - Common Stock",Q,S,N,100.0,N,N,,MTEM,N,MTEM,Energy,Wikipedia-High,47.5
Y,MTEX,"Mannatech, Incorporated - Common Stock",Q,Q,N,100.0,N,N,,MTEX,N,MTEX,Health Care,Nasdaq,100.0
Y,MTG,MGIC Investment Corporation Common Stock,N, ,N,100.0,N,,MTG,MTG,N,MTG,Finance,Nasdaq,100.0
Y,MTH,Meritage Homes Corporation Common Stock,N, ,N,100.0,N,,MTH,MTH,N,MTH,Consumer Discretionary,Nasdaq,100.0
Y,MTL,Mechel PAO American Depositary Shares (Each rep. 1 common shares),N, ,N,100.0,N,,MTL,MTL,N,MTL,Materials,Groq-Success,100.0
Y,MTLS,Materialise NV - American Depositary Shares,Q,Q,N,100.0,N,N,,MTLS,N,MTLS,Technology,Nasdaq,100.0
Y,MTN,"Vail Resorts, Inc. Common Stock",N, ,N,100.0,N,,MTN,MTN,N,MTN,Consumer Discretionary,Nasdaq,100.0
Y,MTNB,"Matinas Biopharma Holdings, Inc. Common Stock",A, ,N,100.0,N,,MTNB,MTNB,N,MTNB,Health Care,Nasdaq,100.0
Y,MTOR,"Meritor, Inc. Common Stock",N, ,N,100.0,N,,MTOR,MTOR,N,MTOR,Financial,Wikipedia-High,72.5
Y,MTP,Midatech Pharma PLC - American Depositary Shares,Q,S,N,100.0,N,N,,MTP,N,MTP,Healthcare,Name-Match,60.0
Y,MTR,Mesa Royalty Trust Common Stock,N, ,N,100.0,N,,MTR,MTR,N,MTR,Energy,Nasdaq,100.0
Y,MTRN,Materion Corporation,N, ,N,100.0,N,,MTRN,MTRN,N,MTRN,Industrials,Nasdaq,100.0
Y,MTRX,Matrix Service Company - Common Stock,Q,Q,N,100.0,N,N,,MTRX,N,MTRX,Consumer Discretionary,Nasdaq,100.0
Y,MTSC,MTS Systems Corporation - Common Stock,Q,Q,N,100.0,N,N,,MTSC,N,MTSC,Communication Services,Wikipedia-High,205.5
Y,MTSI,"MACOM Technology Solutions Holdings, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MTSI,N,MTSI,Technology,Nasdaq,100.0
Y,MTSL,MER Telemanagement Solutions Ltd. - Ordinary Shares,Q,S,N,100.0,N,D,,MTSL,N,MTSL,Technology,Wikipedia-High,32.5
Y,MTT,Western Asset Municipal Defined Opportunity Trust Inc Common Stock,N, ,N,100.0,N,,MTT,MTT,N,MTT,Utilities,Wikipedia-High,40.0
Y,MTW,"Manitowoc Company, Inc. (The) Common Stock",N, ,N,100.0,N,,MTW,MTW,N,MTW,Industrials,Nasdaq,100.0
Y,MTX,Minerals Technologies Inc. Common Stock,N, ,N,100.0,N,,MTX,MTX,N,MTX,Basic Materials,Nasdaq,100.0
Y,MTZ,"MasTec, Inc. Common Stock",N, ,N,100.0,N,,MTZ,MTZ,N,MTZ,Industrials,Nasdaq,100.0
Y,MU,"Micron Technology, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MU,N,MU,Technology,Nasdaq,100.0
Y,MUA,"Blackrock MuniAssets Fund, Inc Common Stock",N, ,N,100.0,N,,MUA,MUA,N,MUA,Finance,Nasdaq,100.0
Y,MUC,"Blackrock MuniHoldings California Quality Fund, Inc.  Common Stock",N, ,N,100.0,N,,MUC,MUC,N,MUC,Finance,Nasdaq,100.0
Y,MUDS,Mudrick Capital Acquisition Corporation - Class A Common Stock,Q,S,N,100.0,N,N,,MUDS,N,MUDS,Financial,Wikipedia-High,113.5
Y,MUDSU,Mudrick Capital Acquisition Corporation - Unit,Q,S,N,100.0,N,N,,MUDSU,N,MUDSU,Communication Services,Wikipedia-High,54.0
Y,MUE,"Blackrock MuniHoldings Quality Fund II, Inc. Common Stock",N, ,N,100.0,N,,MUE,MUE,N,MUE,Finance,Nasdaq,100.0
Y,MUFG,"Mitsubishi UFJ Financial Group, Inc. Common Stock",N, ,N,100.0,N,,MUFG,MUFG,N,MUFG,Finance,Nasdaq,100.0
Y,MUH,"Blackrock MuniHoldings Fund II, Inc. Common Stock",N, ,N,100.0,N,,MUH,MUH,N,MUH,Financial,Groq-Attempt1,100.0
Y,MUI,Blackrock Muni Intermediate Duration Fund Inc Common Stock,N, ,N,100.0,N,,MUI,MUI,N,MUI,Communication Services,Name-Match,60.0
Y,MUJ,"Blackrock MuniHoldings New Jersey Quality Fund, Inc. Common Stock",N, ,N,100.0,N,,MUJ,MUJ,N,MUJ,Finance,Nasdaq,100.0
Y,MUR,Murphy Oil Corporation Common Stock,N, ,N,100.0,N,,MUR,MUR,N,MUR,Energy,Nasdaq,100.0
Y,MUS,"Blackrock MuniHoldings Quality Fund, Inc Common Stock",N, ,N,100.0,N,,MUS,MUS,N,MUS,Industrials,AnnualReports-Success,43.0
Y,MUSA,Murphy USA Inc. Common Stock,N, ,N,100.0,N,,MUSA,MUSA,N,MUSA,Consumer Discretionary,Nasdaq,100.0
Y,MUX,McEwen Mining Inc. Common Stock,N, ,N,100.0,N,,MUX,MUX,N,MUX,Basic Materials,Nasdaq,100.0
Y,MVBF,MVB Financial Corp. - Common Stock,Q,S,N,100.0,N,N,,MVBF,N,MVBF,Finance,Nasdaq,100.0
Y,MVC,"MVC Capital, Inc. Common Stock",N, ,N,100.0,N,,MVC,MVC,N,MVC,Financial,Wikipedia-High,30.0
Y,MVF,"Blackrock MuniVest Fund, Inc. Common Stock",N, ,N,100.0,N,,MVF,MVF,N,MVF,Finance,Nasdaq,100.0
Y,MVIS,"MicroVision, Inc. - Common Stock",Q,G,N,100.0,N,D,,MVIS,N,MVIS,Technology,Nasdaq,100.0
Y,MVO,MV Oil Trust Units of Beneficial Interests,N, ,N,100.0,N,,MVO,MVO,N,MVO,Energy,Nasdaq,100.0
Y,MVT,"Blackrock MuniVest Fund II, Inc.  Common Stock",N, ,N,100.0,N,,MVT,MVT,N,MVT,Finance,Nasdaq,100.0
Y,MWA,MUELLER WATER PRODUCTS Common Stock,N, ,N,100.0,N,,MWA,MWA,N,MWA,Industrials,Nasdaq,100.0
Y,MWK,"Mohawk Group Holdings, Inc. - Common Stock",Q,S,N,100.0,N,N,,MWK,N,MWK,Industrials,Wikipedia-Medium,27.5
Y,MX,"MagnaChip Semiconductor Corporation Depositary Shares, each representing one share of common stock",N, ,N,100.0,N,,MX,MX,N,MX,Technology,Nasdaq,100.0
Y,MXC,Mexco Energy Corporation Common Stock,A, ,N,100.0,N,,MXC,MXC,N,MXC,Energy,Nasdaq,100.0
Y,MXE,"Mexico Equity and Income Fund, Inc. (The) Common Stock",N, ,N,100.0,N,,MXE,MXE,N,MXE,Finance,Nasdaq,100.0
Y,MXF,"Mexico Fund, Inc. (The) Common Stock",N, ,N,100.0,N,,MXF,MXF,N,MXF,Finance,Nasdaq,100.0
Y,MXIM,"Maxim Integrated Products, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MXIM,N,MXIM,Technology,Wikipedia-High,111.5
Y,MXL,"MaxLinear, Inc. Common Stock",N, ,N,100.0,N,,MXL,MXL,N,MXL,Technology,Nasdaq,100.0
Y,MYC,"Blackrock MuniYield California Fund, Inc. Common Stock",N, ,N,100.0,N,,MYC,MYC,N,MYC,Energy,AnnualReports-Success,60.0
Y,MYD,"Blackrock MuniYield Fund, Inc.  Common Stock",N, ,N,100.0,N,,MYD,MYD,N,MYD,Finance,Nasdaq,100.0
Y,MYE,"Myers Industries, Inc. Common Stock",N, ,N,100.0,N,,MYE,MYE,N,MYE,Industrials,Nasdaq,100.0
Y,MYF,Blackrock MuniYield Investment Fund Common Stock,N, ,N,100.0,N,,MYF,MYF,N,MYF,Financial,Name-Match,60.0
Y,MYFW,"First Western Financial, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MYFW,N,MYFW,Finance,Nasdaq,100.0
Y,MYGN,"Myriad Genetics, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MYGN,N,MYGN,Health Care,Nasdaq,100.0
Y,MYI,"Blackrock MuniYield Quality Fund III, Inc Common Stock",N, ,N,100.0,N,,MYI,MYI,N,MYI,Finance,Nasdaq,100.0
Y,MYJ,"Blackrock MuniYield New Jersey Fund, Inc Common Stock",N, ,N,100.0,N,,MYJ,MYJ,N,MYJ,Financial,Groq-Success,100.0
Y,MYL,Mylan N.V. - Common Stock,Q,Q,N,100.0,N,N,,MYL,N,MYL,Healthcare,Wikipedia-High,259.0
Y,MYN,"Blackrock MuniYield New York Quality Fund, Inc.Common Stock",N, ,N,100.0,N,,MYN,MYN,N,MYN,Finance,Nasdaq,100.0
Y,MYO,Myomo Inc. Common Stock,A, ,N,100.0,N,,MYO,MYO,N,MYO,Health Care,Nasdaq,100.0
Y,MYOK,"MyoKardia, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MYOK,N,MYOK,Healthcare,Wikipedia-High,140.5
Y,MYOS,MYOS RENS Technology Inc. - Common Stock,Q,S,N,100.0,N,D,,MYOS,N,MYOS,Technology,Name-Match,60.0
Y,MYOV,Myovant Sciences Ltd. Common Shares,N, ,N,100.0,N,,MYOV,MYOV,N,MYOV,Healthcare,AnnualReports-Success,117.0
Y,MYRG,"MYR Group, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MYRG,N,MYRG,Industrials,Nasdaq,100.0
Y,MYSZ,"My Size, Inc. - Common Stock",Q,S,N,100.0,N,D,,MYSZ,N,MYSZ,Technology,Nasdaq,100.0
Y,MYT,"Urban Tea, Inc. - Ordinary Shares",Q,S,N,100.0,N,D,,MYT,N,MYT,Consumer Staples,Wikipedia-High,91.0
Y,MZA,"Blackrock MuniYield Arizona Fund, Inc. Common Stock",N, ,N,100.0,N,,MZA,MZA,N,MZA,Financial,Groq-Success,100.0
Y,NAD,Nuveen Quality Municipal Income Fund Common Stock,N, ,N,100.0,N,,NAD,NAD,N,NAD,Finance,Nasdaq,100.0
Y,NAII,"Natural Alternatives International, Inc. - Common Stock",Q,G,N,100.0,N,N,,NAII,N,NAII,Health Care,Nasdaq,100.0
Y,NAK,"Northern Dynasty Minerals, Ltd. Common Stock",A, ,N,100.0,N,,NAK,NAK,N,NAK,Basic Materials,Nasdaq,100.0
Y,NAKD,Naked Brand Group Limited - Ordinary Shares,Q,S,N,100.0,N,D,,NAKD,N,NAKD,Technology,Wikipedia-High,60.5
Y,NAN,Nuveen New York Quality Municipal Income Fund Common Stock,N, ,N,100.0,N,,NAN,NAN,N,NAN,Finance,Nasdaq,100.0
Y,NAOV,"NanoVibronix, Inc. - Common Stock",Q,S,N,100.0,N,D,,NAOV,N,NAOV,Health Care,Nasdaq,100.0
Y,NAT,Nordic American Tankers Limited Common Stock,N, ,N,100.0,N,,NAT,NAT,N,NAT,Consumer Discretionary,Nasdaq,100.0
